Regi∆o - Sigla;Estado - Sigla;Munic°pio;Revenda;CNPJ da Revenda;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
NE;PB;CAMPINA GRANDE;JOSEFA VANIA MEIRA DE FREITAS;1,30065E+12;GASOLINA;06/05/2019;4,39;3,9515;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;JOSEFA VANIA MEIRA DE FREITAS;1,30065E+12;GASOLINA;11/06/2019;4,59;3,95;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;JOSEFA VANIA MEIRA DE FREITAS;1,30065E+12;GASOLINA;13/03/2019;4,13;3,63;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;JOSEFA VANIA MEIRA DE FREITAS;1,30065E+12;GASOLINA;13/05/2019;4,39;3,9515;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;JOSEFA VANIA MEIRA DE FREITAS;1,30065E+12;GASOLINA;17/06/2019;4,59;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;JOSEFA VANIA MEIRA DE FREITAS;1,30065E+12;GASOLINA;20/03/2019;4,13;3,63;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;JOSEFA VANIA MEIRA DE FREITAS;1,30065E+12;GASOLINA;20/05/2019;4,399;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;JOSEFA VANIA MEIRA DE FREITAS;1,30065E+12;GASOLINA;24/06/2019;4,59;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;JOSEFA VANIA MEIRA DE FREITAS;1,30065E+12;GASOLINA;26/03/2019;4,13;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;JOSEFA VANIA MEIRA DE FREITAS;1,30065E+12;GASOLINA;27/05/2019;4,399;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;MARILIA AZEVEDO MOURA DE ANDRADE - ME.;4,31931E+12;DIESEL S10;06/02/2019;3,49;;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MARILIA AZEVEDO MOURA DE ANDRADE - ME.;4,31931E+12;DIESEL S10;13/03/2019;3,47;3,2866;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MARILIA AZEVEDO MOURA DE ANDRADE - ME.;4,31931E+12;DIESEL S10;14/02/2019;3,39;;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MARILIA AZEVEDO MOURA DE ANDRADE - ME.;4,31931E+12;DIESEL S10;15/01/2019;3,49;3,1737;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MARILIA AZEVEDO MOURA DE ANDRADE - ME.;4,31931E+12;DIESEL S10;20/03/2019;3,47;3,2866;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MARILIA AZEVEDO MOURA DE ANDRADE - ME.;4,31931E+12;DIESEL S10;21/02/2019;3,39;;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MARILIA AZEVEDO MOURA DE ANDRADE - ME.;4,31931E+12;DIESEL S10;22/01/2019;3,49;3,1737;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MARILIA AZEVEDO MOURA DE ANDRADE - ME.;4,31931E+12;DIESEL S10;23/04/2019;3,65;3,4488;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MARILIA AZEVEDO MOURA DE ANDRADE - ME.;4,31931E+12;DIESEL S10;30/01/2019;3,49;;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MARILIA AZEVEDO MOURA DE ANDRADE - ME.;4,31931E+12;DIESEL S10;30/04/2019;3,65;3,4488;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MARILIA AZEVEDO MOURA DE ANDRADE - ME.;4,31931E+12;ETANOL;06/02/2019;2,999;;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MARILIA AZEVEDO MOURA DE ANDRADE - ME.;4,31931E+12;ETANOL;13/03/2019;2,99;2,903;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MARILIA AZEVEDO MOURA DE ANDRADE - ME.;4,31931E+12;ETANOL;14/02/2019;2,99;;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MARILIA AZEVEDO MOURA DE ANDRADE - ME.;4,31931E+12;ETANOL;15/01/2019;2,999;2,8366;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MARILIA AZEVEDO MOURA DE ANDRADE - ME.;4,31931E+12;ETANOL;20/03/2019;2,99;2,903;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MARILIA AZEVEDO MOURA DE ANDRADE - ME.;4,31931E+12;ETANOL;21/02/2019;2,99;;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MARILIA AZEVEDO MOURA DE ANDRADE - ME.;4,31931E+12;ETANOL;22/01/2019;2,999;2,8366;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MARILIA AZEVEDO MOURA DE ANDRADE - ME.;4,31931E+12;ETANOL;23/04/2019;3,399;3,1404;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MARILIA AZEVEDO MOURA DE ANDRADE - ME.;4,31931E+12;ETANOL;30/01/2019;2,999;;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MARILIA AZEVEDO MOURA DE ANDRADE - ME.;4,31931E+12;ETANOL;30/04/2019;3,399;3,1404;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MARILIA AZEVEDO MOURA DE ANDRADE - ME.;4,31931E+12;GASOLINA;06/02/2019;4,19;;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MARILIA AZEVEDO MOURA DE ANDRADE - ME.;4,31931E+12;GASOLINA;13/03/2019;4,09;3,9157;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MARILIA AZEVEDO MOURA DE ANDRADE - ME.;4,31931E+12;GASOLINA;14/02/2019;4,15;;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MARILIA AZEVEDO MOURA DE ANDRADE - ME.;4,31931E+12;GASOLINA;15/01/2019;4,19;3,8382;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MARILIA AZEVEDO MOURA DE ANDRADE - ME.;4,31931E+12;GASOLINA;20/03/2019;4,09;3,9157;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MARILIA AZEVEDO MOURA DE ANDRADE - ME.;4,31931E+12;GASOLINA;21/02/2019;4,15;;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MARILIA AZEVEDO MOURA DE ANDRADE - ME.;4,31931E+12;GASOLINA;22/01/2019;4,19;3,8382;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MARILIA AZEVEDO MOURA DE ANDRADE - ME.;4,31931E+12;GASOLINA;23/04/2019;4,19;4,0046;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MARILIA AZEVEDO MOURA DE ANDRADE - ME.;4,31931E+12;GASOLINA;30/01/2019;4,19;;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MARILIA AZEVEDO MOURA DE ANDRADE - ME.;4,31931E+12;GASOLINA;30/04/2019;4,19;4,0046;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MERCIA MOURA MENESES;1,6317E+12;DIESEL S10;02/04/2019;3,499;;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MERCIA MOURA MENESES;1,6317E+12;DIESEL S10;13/03/2019;3,49;;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MERCIA MOURA MENESES;1,6317E+12;DIESEL S10;20/03/2019;3,49;;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MERCIA MOURA MENESES;1,6317E+12;DIESEL S10;26/03/2019;3,499;;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MERCIA MOURA MENESES;1,6317E+12;ETANOL;02/04/2019;3,199;;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MERCIA MOURA MENESES;1,6317E+12;ETANOL;13/03/2019;3,19;;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MERCIA MOURA MENESES;1,6317E+12;ETANOL;20/03/2019;3,19;;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MERCIA MOURA MENESES;1,6317E+12;ETANOL;26/03/2019;3,199;;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MERCIA MOURA MENESES;1,6317E+12;GASOLINA;02/04/2019;4,099;;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MERCIA MOURA MENESES;1,6317E+12;GASOLINA;13/03/2019;4,09;;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MERCIA MOURA MENESES;1,6317E+12;GASOLINA;20/03/2019;4,09;;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MERCIA MOURA MENESES;1,6317E+12;GASOLINA;26/03/2019;4,099;;R$ / litro;IPIRANGA
NE;PB;CAMPINA GRANDE;MOTOGAS INDUSTRIA DE COMPRESSAO E COMERCIO DE GAS NATURAL LTDA;1,42033E+12;DIESEL S10;13/03/2019;3,59;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;MOTOGAS INDUSTRIA DE COMPRESSAO E COMERCIO DE GAS NATURAL LTDA;1,42033E+12;DIESEL S10;20/03/2019;3,59;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;MOTOGAS INDUSTRIA DE COMPRESSAO E COMERCIO DE GAS NATURAL LTDA;1,42033E+12;ETANOL;13/03/2019;3,2;2,674;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;MOTOGAS INDUSTRIA DE COMPRESSAO E COMERCIO DE GAS NATURAL LTDA;1,42033E+12;ETANOL;20/03/2019;3,2;2,674;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;MOTOGAS INDUSTRIA DE COMPRESSAO E COMERCIO DE GAS NATURAL LTDA;1,42033E+12;ETANOL;23/04/2019;3,48;3,0813;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;MOTOGAS INDUSTRIA DE COMPRESSAO E COMERCIO DE GAS NATURAL LTDA;1,42033E+12;ETANOL;30/04/2019;3,48;3,0813;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;MOTOGAS INDUSTRIA DE COMPRESSAO E COMERCIO DE GAS NATURAL LTDA;1,42033E+12;GASOLINA;13/03/2019;4,09;3,6285;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;MOTOGAS INDUSTRIA DE COMPRESSAO E COMERCIO DE GAS NATURAL LTDA;1,42033E+12;GASOLINA;20/03/2019;4,09;3,6285;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;MOTOGAS INDUSTRIA DE COMPRESSAO E COMERCIO DE GAS NATURAL LTDA;1,42033E+12;GASOLINA;23/04/2019;4,17;3,825;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;MOTOGAS INDUSTRIA DE COMPRESSAO E COMERCIO DE GAS NATURAL LTDA;1,42033E+12;GASOLINA;30/04/2019;4,17;3,825;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;MOTOGAS INDUSTRIA DE COMPRESSAO E COMERCIO DE GAS NATURAL LTDA;1,42033E+12;GNV;23/04/2019;3,95;2,7983;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;MOTOGAS INDUSTRIA DE COMPRESSAO E COMERCIO DE GAS NATURAL LTDA;1,42033E+12;GNV;30/04/2019;3,95;2,7983;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;NOBREGA COMBUSTIVEIS LIMITADA;4,97918E+11;DIESEL S10;02/04/2019;3,489;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;NOBREGA COMBUSTIVEIS LIMITADA;4,97918E+11;DIESEL S10;05/03/2019;3,499;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;NOBREGA COMBUSTIVEIS LIMITADA;4,97918E+11;DIESEL S10;13/03/2019;3,48;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;NOBREGA COMBUSTIVEIS LIMITADA;4,97918E+11;DIESEL S10;14/02/2019;3,499;3,24;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;NOBREGA COMBUSTIVEIS LIMITADA;4,97918E+11;DIESEL S10;20/03/2019;3,48;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;NOBREGA COMBUSTIVEIS LIMITADA;4,97918E+11;DIESEL S10;21/02/2019;3,499;3,24;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;NOBREGA COMBUSTIVEIS LIMITADA;4,97918E+11;DIESEL S10;26/02/2019;3,499;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;NOBREGA COMBUSTIVEIS LIMITADA;4,97918E+11;DIESEL S10;26/03/2019;3,489;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;NOBREGA COMBUSTIVEIS LIMITADA;4,97918E+11;ETANOL;02/04/2019;3,198;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;NOBREGA COMBUSTIVEIS LIMITADA;4,97918E+11;ETANOL;05/03/2019;2,999;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;NOBREGA COMBUSTIVEIS LIMITADA;4,97918E+11;ETANOL;13/03/2019;3,19;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;NOBREGA COMBUSTIVEIS LIMITADA;4,97918E+11;ETANOL;14/02/2019;2,999;2,719;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;NOBREGA COMBUSTIVEIS LIMITADA;4,97918E+11;ETANOL;20/03/2019;3,19;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;NOBREGA COMBUSTIVEIS LIMITADA;4,97918E+11;ETANOL;21/02/2019;2,999;2,719;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;NOBREGA COMBUSTIVEIS LIMITADA;4,97918E+11;ETANOL;26/02/2019;2,999;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;NOBREGA COMBUSTIVEIS LIMITADA;4,97918E+11;ETANOL;26/03/2019;3,198;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;NOBREGA COMBUSTIVEIS LIMITADA;4,97918E+11;GASOLINA;02/04/2019;4,099;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;NOBREGA COMBUSTIVEIS LIMITADA;4,97918E+11;GASOLINA;05/03/2019;4,15;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;NOBREGA COMBUSTIVEIS LIMITADA;4,97918E+11;GASOLINA;13/03/2019;4,09;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;NOBREGA COMBUSTIVEIS LIMITADA;4,97918E+11;GASOLINA;14/02/2019;4,15;3,568;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;NOBREGA COMBUSTIVEIS LIMITADA;4,97918E+11;GASOLINA;20/03/2019;4,09;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;NOBREGA COMBUSTIVEIS LIMITADA;4,97918E+11;GASOLINA;21/02/2019;4,15;3,568;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;NOBREGA COMBUSTIVEIS LIMITADA;4,97918E+11;GASOLINA;26/02/2019;4,15;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;NOBREGA COMBUSTIVEIS LIMITADA;4,97918E+11;GASOLINA;26/03/2019;4,099;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;DIESEL S10;02/01/2019;3,46;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;DIESEL S10;02/04/2019;3,54;3,29;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;DIESEL S10;06/02/2019;3,39;3,05;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;DIESEL S10;06/05/2019;3,599;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;DIESEL S10;07/01/2019;3,46;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;DIESEL S10;13/05/2019;3,599;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;DIESEL S10;15/01/2019;3,42;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;DIESEL S10;20/05/2019;3,64;3,288;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;DIESEL S10;22/01/2019;3,42;2,95;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;DIESEL S10;23/04/2019;3,59;3,25;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;DIESEL S10;26/03/2019;3,54;3,29;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;DIESEL S10;27/05/2019;3,64;3,288;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;DIESEL S10;30/01/2019;3,39;3,05;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;DIESEL S10;30/04/2019;3,59;3,25;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;ETANOL;02/01/2019;2,999;2,5837;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;ETANOL;02/04/2019;3,27;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;ETANOL;06/02/2019;2,999;2,5777;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;ETANOL;06/05/2019;3,4;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;ETANOL;07/01/2019;2,999;2,5837;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;ETANOL;13/05/2019;3,4;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;ETANOL;15/01/2019;2,999;2,5822;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;ETANOL;20/05/2019;3,49;3,1491;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;ETANOL;22/01/2019;2,999;2,5822;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;ETANOL;23/04/2019;3,39;3,0447;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;ETANOL;26/03/2019;3,27;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;ETANOL;27/05/2019;3,49;3,1491;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;ETANOL;30/01/2019;2,999;2,5777;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;ETANOL;30/04/2019;3,39;3,0447;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;GASOLINA;02/01/2019;4,34;3,6712;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;GASOLINA;02/04/2019;4,19;3,71;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;GASOLINA;06/02/2019;4,12;3,61;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;GASOLINA;06/05/2019;4,39;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;GASOLINA;07/01/2019;4,34;3,6712;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;GASOLINA;13/05/2019;4,39;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;GASOLINA;15/01/2019;4,14;3,58;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;GASOLINA;20/05/2019;4,38;3,95;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;GASOLINA;22/01/2019;4,14;3,58;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;GASOLINA;23/04/2019;4,19;3,82;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;GASOLINA;26/03/2019;4,19;3,71;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;GASOLINA;27/05/2019;4,38;3,95;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;GASOLINA;30/01/2019;4,12;3,61;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & BRITO LTDA;7,38187E+12;GASOLINA;30/04/2019;4,19;3,82;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & VIEIRA COMERCIO DE COMBUSTIVEIS LTDA - EPP;2,68977E+13;DIESEL S10;13/03/2019;3,799;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & VIEIRA COMERCIO DE COMBUSTIVEIS LTDA - EPP;2,68977E+13;DIESEL S10;20/03/2019;3,799;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & VIEIRA COMERCIO DE COMBUSTIVEIS LTDA - EPP;2,68977E+13;ETANOL;13/03/2019;3,499;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & VIEIRA COMERCIO DE COMBUSTIVEIS LTDA - EPP;2,68977E+13;ETANOL;20/03/2019;3,499;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & VIEIRA COMERCIO DE COMBUSTIVEIS LTDA - EPP;2,68977E+13;GASOLINA;13/03/2019;4,089;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;PEREIRA & VIEIRA COMERCIO DE COMBUSTIVEIS LTDA - EPP;2,68977E+13;GASOLINA;20/03/2019;4,089;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;POSTO DE COMBUSTIVEIS AMIGAO LTDA;2,6134E+13;DIESEL S10;05/03/2019;3,39;3,1716;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;POSTO DE COMBUSTIVEIS AMIGAO LTDA;2,6134E+13;DIESEL S10;09/04/2019;3,55;3,187;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;POSTO DE COMBUSTIVEIS AMIGAO LTDA;2,6134E+13;DIESEL S10;13/03/2019;3,55;3,24;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;POSTO DE COMBUSTIVEIS AMIGAO LTDA;2,6134E+13;DIESEL S10;14/02/2019;3,39;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;POSTO DE COMBUSTIVEIS AMIGAO LTDA;2,6134E+13;DIESEL S10;15/01/2019;3,46;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;POSTO DE COMBUSTIVEIS AMIGAO LTDA;2,6134E+13;DIESEL S10;16/04/2019;3,55;3,187;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;POSTO DE COMBUSTIVEIS AMIGAO LTDA;2,6134E+13;DIESEL S10;20/03/2019;3,55;3,24;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;POSTO DE COMBUSTIVEIS AMIGAO LTDA;2,6134E+13;DIESEL S10;21/02/2019;3,39;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;POSTO DE COMBUSTIVEIS AMIGAO LTDA;2,6134E+13;DIESEL S10;22/01/2019;3,46;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;POSTO DE COMBUSTIVEIS AMIGAO LTDA;2,6134E+13;DIESEL S10;26/02/2019;3,39;3,1716;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;POSTO DE COMBUSTIVEIS AMIGAO LTDA;2,6134E+13;ETANOL;05/03/2019;2,95;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;POSTO DE COMBUSTIVEIS AMIGAO LTDA;2,6134E+13;ETANOL;09/04/2019;3,19;2,9699;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;POSTO DE COMBUSTIVEIS AMIGAO LTDA;2,6134E+13;ETANOL;13/03/2019;3,19;2,7369;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;POSTO DE COMBUSTIVEIS AMIGAO LTDA;2,6134E+13;ETANOL;14/02/2019;2,95;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;POSTO DE COMBUSTIVEIS AMIGAO LTDA;2,6134E+13;ETANOL;15/01/2019;2,999;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;POSTO DE COMBUSTIVEIS AMIGAO LTDA;2,6134E+13;ETANOL;16/04/2019;3,19;2,9699;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;POSTO DE COMBUSTIVEIS AMIGAO LTDA;2,6134E+13;ETANOL;20/03/2019;3,19;2,7369;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;POSTO DE COMBUSTIVEIS AMIGAO LTDA;2,6134E+13;ETANOL;21/02/2019;2,95;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;POSTO DE COMBUSTIVEIS AMIGAO LTDA;2,6134E+13;ETANOL;22/01/2019;2,999;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;POSTO DE COMBUSTIVEIS AMIGAO LTDA;2,6134E+13;ETANOL;26/02/2019;2,95;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;POSTO DE COMBUSTIVEIS AMIGAO LTDA;2,6134E+13;GASOLINA;05/03/2019;4,099;3,5686;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;POSTO DE COMBUSTIVEIS AMIGAO LTDA;2,6134E+13;GASOLINA;09/04/2019;4,219;3,75;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;POSTO DE COMBUSTIVEIS AMIGAO LTDA;2,6134E+13;GASOLINA;13/03/2019;4,099;3,67;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;POSTO DE COMBUSTIVEIS AMIGAO LTDA;2,6134E+13;GASOLINA;14/02/2019;4,15;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;POSTO DE COMBUSTIVEIS AMIGAO LTDA;2,6134E+13;GASOLINA;15/01/2019;4,199;;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;POSTO DE COMBUSTIVEIS AMIGAO LTDA;2,6134E+13;GASOLINA;16/04/2019;4,219;3,75;R$ / litro;BRANCA
NE;PB;CAMPINA GRANDE;POSTO DE COMBUSTIVEIS AMIGAO LTDA;2,6134E+13;GASOLINA;20/03/2019;4,099;3,67;R$ / litro;BRANCA
